"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1989-12","Dec-1989","PC","Percentage","0","Units",,,0.562018397460454,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-01","Jan-1990","PC","Percentage","0","Units",,,-0.515626134740615,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-02","Feb-1990","PC","Percentage","0","Units",,,0.919473103627274,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-03","Mar-1990","PC","Percentage","0","Units",,,0.475801629299089,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-04","Apr-1990","PC","Percentage","0","Units",,,-0.235334395617748,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-05","May-1990","PC","Percentage","0","Units",,,0.300995675091457,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-06","Jun-1990","PC","Percentage","0","Units",,,0.330469372028245,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-07","Jul-1990","PC","Percentage","0","Units",,,-0.166363632017668,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-08","Aug-1990","PC","Percentage","0","Units",,,0.361374435951007,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-09","Sep-1990","PC","Percentage","0","Units",,,0.0316495456938459,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-10","Oct-1990","PC","Percentage","0","Units",,,-0.620071228694987,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-11","Nov-1990","PC","Percentage","0","Units",,,-1.24612037244425,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1990-12","Dec-1990","PC","Percentage","0","Units",,,-0.701798723737233,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-01","Jan-1991","PC","Percentage","0","Units",,,-0.327601931024134,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-02","Feb-1991","PC","Percentage","0","Units",,,-0.72168542765058,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-03","Mar-1991","PC","Percentage","0","Units",,,-0.569311583091795,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-04","Apr-1991","PC","Percentage","0","Units",,,0.263485604466492,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-05","May-1991","PC","Percentage","0","Units",,,0.99444644741325,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-06","Jun-1991","PC","Percentage","0","Units",,,0.808946224726572,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-07","Jul-1991","PC","Percentage","0","Units",,,0.262990752277016,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-08","Aug-1991","PC","Percentage","0","Units",,,0.021061840804873,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-09","Sep-1991","PC","Percentage","0","Units",,,0.826746144874959,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-10","Oct-1991","PC","Percentage","0","Units",,,-0.102656539173368,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-11","Nov-1991","PC","Percentage","0","Units",,,-0.135407871989682,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1991-12","Dec-1991","PC","Percentage","0","Units",,,-0.462975637014235,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-01","Jan-1992","PC","Percentage","0","Units",,,-0.519326719602385,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-02","Feb-1992","PC","Percentage","0","Units",,,0.715728462281549,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-03","Mar-1992","PC","Percentage","0","Units",,,0.838205777822984,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-04","Apr-1992","PC","Percentage","0","Units",,,0.772150074460747,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-05","May-1992","PC","Percentage","0","Units",,,0.325275856808711,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-06","Jun-1992","PC","Percentage","0","Units",,,0.0597124615313961,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-07","Jul-1992","PC","Percentage","0","Units",,,0.897843402940461,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-08","Aug-1992","PC","Percentage","0","Units",,,-0.547686881871565,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-09","Sep-1992","PC","Percentage","0","Units",,,0.317076210292506,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-10","Oct-1992","PC","Percentage","0","Units",,,0.684827032033557,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-11","Nov-1992","PC","Percentage","0","Units",,,0.382643897532664,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1992-12","Dec-1992","PC","Percentage","0","Units",,,0.145628348985257,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-01","Jan-1993","PC","Percentage","0","Units",,,0.402070632686412,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-02","Feb-1993","PC","Percentage","0","Units",,,0.469473397539061,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-03","Mar-1993","PC","Percentage","0","Units",,,-0.087788199417835,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-04","Apr-1993","PC","Percentage","0","Units",,,0.291497101985441,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-05","May-1993","PC","Percentage","0","Units",,,-0.385330097400747,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-06","Jun-1993","PC","Percentage","0","Units",,,0.223575228667002,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-07","Jul-1993","PC","Percentage","0","Units",,,0.253251081897859,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-08","Aug-1993","PC","Percentage","0","Units",,,-0.108108440136481,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-09","Sep-1993","PC","Percentage","0","Units",,,0.520834934680404,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-10","Oct-1993","PC","Percentage","0","Units",,,0.737136058187884,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-11","Nov-1993","PC","Percentage","0","Units",,,0.467130811808667,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1993-12","Dec-1993","PC","Percentage","0","Units",,,0.577685299775299,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1994-01","Jan-1994","PC","Percentage","0","Units",,,0.318508658327359,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1994-02","Feb-1994","PC","Percentage","0","Units",,,0.0518179721500791,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1994-03","Mar-1994","PC","Percentage","0","Units",,,1.01247178430939,,
"PRINTO01","Industrial production, s.a.","USA","United States","GP","Growth previous period","M","Monthly","1994-04","Apr-1994","PC","Percentage","0","Units",,,0.583700832207129,,
