"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-06","Jun-1985","IDX","Index","0","Units","2015_100","2015=100",19.27205,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-07","Jul-1985","IDX","Index","0","Units","2015_100","2015=100",19.4971,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-08","Aug-1985","IDX","Index","0","Units","2015_100","2015=100",19.73208,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-09","Sep-1985","IDX","Index","0","Units","2015_100","2015=100",19.96707,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-10","Oct-1985","IDX","Index","0","Units","2015_100","2015=100",20.116,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-11","Nov-1985","IDX","Index","0","Units","2015_100","2015=100",20.26163,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1985-12","Dec-1985","IDX","Index","0","Units","2015_100","2015=100",20.51316,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-01","Jan-1986","IDX","Index","0","Units","2015_100","2015=100",20.56611,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-02","Feb-1986","IDX","Index","0","Units","2015_100","2015=100",20.69188,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-03","Mar-1986","IDX","Index","0","Units","2015_100","2015=100",20.96658,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-04","Apr-1986","IDX","Index","0","Units","2015_100","2015=100",21.2148,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-05","May-1986","IDX","Index","0","Units","2015_100","2015=100",21.57887,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-06","Jun-1986","IDX","Index","0","Units","2015_100","2015=100",21.86349,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-07","Jul-1986","IDX","Index","0","Units","2015_100","2015=100",22.18453,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-08","Aug-1986","IDX","Index","0","Units","2015_100","2015=100",22.46254,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-09","Sep-1986","IDX","Index","0","Units","2015_100","2015=100",22.75048,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-10","Oct-1986","IDX","Index","0","Units","2015_100","2015=100",22.9987,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-11","Nov-1986","IDX","Index","0","Units","2015_100","2015=100",23.34621,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1986-12","Dec-1986","IDX","Index","0","Units","2015_100","2015=100",23.98497,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-01","Jan-1987","IDX","Index","0","Units","2015_100","2015=100",24.167,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-02","Feb-1987","IDX","Index","0","Units","2015_100","2015=100",24.18355,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-03","Mar-1987","IDX","Index","0","Units","2015_100","2015=100",24.28615,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-04","Apr-1987","IDX","Index","0","Units","2015_100","2015=100",24.62043,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-05","May-1987","IDX","Index","0","Units","2015_100","2015=100",24.68331,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-06","Jun-1987","IDX","Index","0","Units","2015_100","2015=100",24.59726,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-07","Jul-1987","IDX","Index","0","Units","2015_100","2015=100",24.59064,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-08","Aug-1987","IDX","Index","0","Units","2015_100","2015=100",24.65352,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-09","Sep-1987","IDX","Index","0","Units","2015_100","2015=100",24.74288,,
