DATE,DEXJPUS
1994-07-01,98.4450000000000000
1994-08-01,99.9404347826086957
1994-09-01,98.7742857142857143
1994-10-01,98.3530000000000000
1994-11-01,98.0440000000000000
1994-12-01,100.1823809523809524
1995-01-01,99.7660000000000000
1995-02-01,98.2368421052631579
1995-03-01,90.5195652173913043
1995-04-01,83.6895000000000000
1995-05-01,85.1127272727272727
1995-06-01,84.6354545454545455
1995-07-01,87.3970000000000000
1995-08-01,94.7382608695652174
1995-09-01,100.5455000000000000
1995-10-01,100.8390476190476190
1995-11-01,101.9400000000000000
1995-12-01,101.8495000000000000
1996-01-01,105.7514285714285714
1996-02-01,105.7880000000000000
1996-03-01,105.9400000000000000
1996-04-01,107.1995454545454545
1996-05-01,106.3422727272727273
1996-06-01,108.9600000000000000
1996-07-01,109.1909090909090909
1996-08-01,107.8659090909090909
1996-09-01,109.9310000000000000
1996-10-01,112.4122727272727273
1996-11-01,112.2957894736842105
1996-12-01,113.9809523809523810
1997-01-01,117.9123809523809524
1997-02-01,122.9621052631578947
1997-03-01,122.7738095238095238
1997-04-01,125.6377272727272727
1997-05-01,119.1923809523809524
1997-06-01,114.2857142857142857
1997-07-01,115.3759090909090909
1997-08-01,117.9295238095238095
1997-09-01,120.8900000000000000
1997-10-01,121.0604545454545455
1997-11-01,125.3816666666666667
1997-12-01,129.7340909090909091
1998-01-01,129.5475000000000000
1998-02-01,125.8515789473684211
1998-03-01,129.0822727272727273
1998-04-01,131.7536363636363636
1998-05-01,134.8960000000000000
1998-06-01,140.3304545454545455
1998-07-01,140.7873913043478261
1998-08-01,144.6800000000000000
1998-09-01,134.4804761904761905
1998-10-01,121.0485714285714286
1998-11-01,120.2894736842105263
1998-12-01,117.0709090909090909
1999-01-01,113.2900000000000000
1999-02-01,116.6684210526315789
1999-03-01,119.4730434782608696
1999-04-01,119.7722727272727273
1999-05-01,121.9995000000000000
1999-06-01,120.7245454545454545
1999-07-01,119.3304761904761905
1999-08-01,113.2268181818181818
1999-09-01,106.8752380952380952
1999-10-01,105.9650000000000000
1999-11-01,104.6485000000000000
1999-12-01,102.5843478260869565
2000-01-01,105.2960000000000000
2000-02-01,109.3885000000000000
2000-03-01,106.3073913043478261
2000-04-01,105.6270000000000000
2000-05-01,108.3204545454545455
2000-06-01,106.1254545454545455
2000-07-01,108.2115000000000000
2000-08-01,108.0804347826086957
2000-09-01,106.8375000000000000
2000-10-01,108.4428571428571429
2000-11-01,109.0095238095238095
2000-12-01,112.2090000000000000
2001-01-01,116.6719047619047619
2001-02-01,116.2336842105263158
2001-03-01,121.5050000000000000
2001-04-01,123.7709523809523810
2001-05-01,121.7681818181818182
2001-06-01,122.3509523809523810
2001-07-01,124.4980952380952381
2001-08-01,121.3669565217391304
2001-09-01,118.6116666666666667
2001-10-01,121.4536363636363636
2001-11-01,122.4055000000000000
2001-12-01,127.5945000000000000
2002-01-01,132.6833333333333333
2002-02-01,133.6426315789473684
2002-03-01,131.0609523809523810
2002-04-01,130.7718181818181818
2002-05-01,126.3750000000000000
2002-06-01,123.2905000000000000
2002-07-01,117.8990909090909091
2002-08-01,118.9927272727272727
2002-09-01,121.0780000000000000
2002-10-01,123.9077272727272727
2002-11-01,121.6078947368421053
2002-12-01,121.8928571428571429
2003-01-01,118.8133333333333333
2003-02-01,119.3378947368421053
2003-03-01,118.6871428571428571
2003-04-01,119.8950000000000000
2003-05-01,117.3680952380952381
2003-06-01,118.3290476190476190
2003-07-01,118.6959090909090909
2003-08-01,118.6623809523809524
2003-09-01,114.8000000000000000
2003-10-01,109.4954545454545455
2003-11-01,109.1777777777777778
2003-12-01,107.7377272727272727
2004-01-01,106.2685000000000000
2004-02-01,106.7078947368421053
2004-03-01,108.5156521739130435
2004-04-01,107.6563636363636364
2004-05-01,112.1960000000000000
2004-06-01,109.4336363636363636
2004-07-01,109.4871428571428571
2004-08-01,110.2336363636363636
2004-09-01,110.0914285714285714
2004-10-01,108.7835000000000000
2004-11-01,104.6990000000000000
2004-12-01,103.8104347826086957
2005-01-01,103.3410000000000000
2005-02-01,104.9442105263157895
2005-03-01,105.2543478260869565
2005-04-01,107.1938095238095238
2005-05-01,106.5952380952380952
2005-06-01,108.7472727272727273
2005-07-01,111.9535000000000000
2005-08-01,110.6065217391304348
2005-09-01,111.2390476190476190
2005-10-01,114.8695000000000000
2005-11-01,118.4540000000000000
2005-12-01,118.4623809523809524
2006-01-01,115.4765000000000000
2006-02-01,117.8605263157894737
2006-03-01,117.2778260869565217
2006-04-01,117.0695000000000000
2006-05-01,111.7304545454545455
2006-06-01,114.6250000000000000
2006-07-01,115.7670000000000000
2006-08-01,115.9243478260869565
2006-09-01,117.2145000000000000
2006-10-01,118.6090476190476190
2006-11-01,117.3204761904761905
2006-12-01,117.3220000000000000
2007-01-01,120.4471428571428571
2007-02-01,120.5047368421052632
2007-03-01,117.2600000000000000
2007-04-01,118.9323809523809524
2007-05-01,120.7731818181818182
2007-06-01,122.6885714285714286
2007-07-01,121.4147619047619048
2007-08-01,116.7334782608695652
2007-09-01,115.0435000000000000
2007-10-01,115.8660869565217391
2007-11-01,111.0728571428571429
2007-12-01,112.4490000000000000
2008-01-01,107.8180952380952381
2008-02-01,107.0300000000000000
2008-03-01,100.7561904761904762
2008-04-01,102.6777272727272727
2008-05-01,104.3595238095238095
2008-06-01,106.9152380952380952
2008-07-01,106.8518181818181818
2008-08-01,109.3623809523809524
2008-09-01,106.5747619047619048
2008-10-01,99.9659090909090909
2008-11-01,96.9655555555555556
2008-12-01,91.2750000000000000
2009-01-01,90.1205000000000000
2009-02-01,92.9157894736842105
2009-03-01,97.8550000000000000
2009-04-01,98.9200000000000000
2009-05-01,96.6445000000000000
2009-06-01,96.6145454545454545
2009-07-01,94.3669565217391304
2009-08-01,94.8971428571428571
2009-09-01,91.2747619047619048
2009-10-01,90.3671428571428571
2009-11-01,89.2673684210526316
2009-12-01,89.9509090909090909
2010-01-01,91.1010526315789474
2010-02-01,90.1394736842105263
2010-03-01,90.7160869565217391
2010-04-01,93.4527272727272727
2010-05-01,91.9730000000000000
2010-06-01,90.8059090909090909
2010-07-01,87.5004761904761905
2010-08-01,85.3727272727272727
2010-09-01,84.3571428571428571
2010-10-01,81.7285000000000000
2010-11-01,82.5180000000000000
2010-12-01,83.3376190476190476
2011-01-01,82.6250000000000000
2011-02-01,82.5368421052631579
2011-03-01,81.6469565217391304
2011-04-01,83.1771428571428571
2011-05-01,81.1257142857142857
2011-06-01,80.4259090909090909
2011-07-01,79.2425000000000000
2011-08-01,76.9656521739130435
2011-09-01,76.7957142857142857
2011-10-01,76.6430000000000000
2011-11-01,77.5595000000000000
2011-12-01,77.7966666666666667
2012-01-01,76.9640000000000000
2012-02-01,78.4700000000000000
2012-03-01,82.4659090909090909
2012-04-01,81.2523809523809524
2012-05-01,79.6668181818181818
2012-06-01,79.3152380952380952
2012-07-01,78.9347619047619048
2012-08-01,78.6908695652173913
2012-09-01,78.1352631578947368
2012-10-01,79.0131818181818182
2012-11-01,81.0305000000000000
2012-12-01,83.7905000000000000
2013-01-01,89.0580952380952381
2013-02-01,93.0015789473684211
2013-03-01,94.7700000000000000
2013-04-01,97.7581818181818182
2013-05-01,100.9186363636363636
2013-06-01,97.2350000000000000
2013-07-01,99.6727272727272727
2013-08-01,97.8122727272727273
2013-09-01,99.2100000000000000
2013-10-01,97.7700000000000000
2013-11-01,100.0736842105263158
2013-12-01,103.4600000000000000
2014-01-01,103.7614285714285714
2014-02-01,102.1252631578947368
2014-03-01,102.3395238095238095
2014-04-01,102.4581818181818182
2014-05-01,101.7738095238095238
2014-06-01,102.0628571428571429
2014-07-01,101.7400000000000000
2014-08-01,102.9438095238095238
2014-09-01,107.4257142857142857
2014-10-01,108.0263636363636364
2014-11-01,116.2994444444444444
2014-12-01,119.3233333333333333
2015-01-01,118.2500000000000000
2015-02-01,118.7600000000000000
2015-03-01,120.3945454545454545
2015-04-01,119.5095454545454545
2015-05-01,120.7980000000000000
2015-06-01,123.7186363636363636
2015-07-01,123.3109090909090909
2015-08-01,123.0038095238095238
2015-09-01,120.1476190476190476
2015-10-01,120.0480952380952381
2015-11-01,122.6431578947368421
2015-12-01,121.6350000000000000
2016-01-01,118.2257894736842105
2016-02-01,114.6155000000000000
2016-03-01,112.9317391304347826
2016-04-01,109.5519047619047619
2016-05-01,108.8480952380952381
2016-06-01,105.3509090909090909
2016-07-01,104.1910000000000000
2016-08-01,101.2382608695652174
2016-09-01,101.7842857142857143
2016-10-01,103.9075000000000000
2016-11-01,108.4430000000000000
2016-12-01,115.9980952380952381
2017-01-01,114.8721052631578947
2017-02-01,112.9115789473684211
2017-03-01,112.9165217391304348
2017-04-01,110.0910000000000000
2017-05-01,112.2436363636363636
2017-06-01,110.9140909090909091
2017-07-01,112.4170000000000000
2017-08-01,109.8269565217391304
2017-09-01,110.7760000000000000
2017-10-01,112.9147619047619048
2017-11-01,112.8190000000000000
2017-12-01,112.9405000000000000
2018-01-01,110.8709523809523810
2018-02-01,107.9700000000000000
2018-03-01,106.0468181818181818
2018-04-01,107.6561904761904762
2018-05-01,109.6881818181818182
2018-06-01,110.0638095238095238
2018-07-01,111.5209523809523810
2018-08-01,110.9965217391304348
2018-09-01,112.0973684210526316
2018-10-01,112.7218181818181818
2018-11-01,113.3380000000000000
2018-12-01,112.1994444444444444
2019-01-01,108.9605000000000000
2019-02-01,110.4400000000000000
2019-03-01,111.1442857142857143
2019-04-01,111.6413636363636364
2019-05-01,109.9713636363636364
2019-06-01,108.0685000000000000
2019-07-01,108.2863636363636364
2019-08-01,106.1886363636363636
2019-09-01,107.5400000000000000
2019-10-01,108.1368181818181818
2019-11-01,108.8578947368421053
2019-12-01,109.1009523809523810
2020-01-01,109.2666666666666667
2020-02-01,110.0294736842105263
2020-03-01,107.6672727272727273
2020-04-01,107.7386363636363636
2020-05-01,107.2000000000000000
2020-06-01,107.5781818181818182
2020-07-01,106.6818181818181818
2020-08-01,106.0128571428571429
2020-09-01,105.5890476190476190
2020-10-01,105.2095238095238095
2020-11-01,104.4061111111111111
2020-12-01,103.7952380952380952
2021-01-01,103.7883333333333333
2021-02-01,105.3773684210526316
2021-03-01,108.6991304347826087
2021-04-01,109.0445454545454545
2021-05-01,109.1120000000000000
2021-06-01,110.1072727272727273
2021-07-01,110.2142857142857143
2021-08-01,109.8527272727272727
2021-09-01,110.1609523809523810
2021-10-01,113.1215000000000000
2021-11-01,113.9650000000000000
2021-12-01,113.8328571428571429
2022-01-01,114.8255000000000000
2022-02-01,115.2763157894736842
2022-03-01,118.5773913043478261
2022-04-01,126.3742857142857143
2022-05-01,128.8485714285714286
2022-06-01,133.9619047619047619
2022-07-01,136.7090000000000000
2022-08-01,135.2834782608695652
2022-09-01,143.2842857142857143
2022-10-01,147.0515000000000000
2022-11-01,142.4450000000000000
2022-12-01,134.9147619047619048
2023-01-01,130.4475000000000000
2023-02-01,133.0463157894736842
2023-03-01,133.6643478260869565
